extend,number_of_states,RRT_execution_time,gripper_distance_cart,robot_distance_jointspace,path_exec_time
2.25,11,100,9.44415,19.4923,15.1871
2.25,16,136,11.9595,31.6675,22.1181
2.25,10,52,6.50533,18.0729,16.0792
2.25,9,33,6.47045,16.8678,12.3584
2.25,16,77,9.5537,28.302,18.6062
2.25,10,48,7.26615,18.1792,14.6713
2.25,12,59,7.2305,22.5184,14.237
2.25,11,67,8.17228,22.2954,15.3257
2.25,12,47,7.32052,21.4414,13.8252
2.25,15,86,10.4341,27.8522,19.1035
2.25,9,50,4.7685,16.1703,13.0352
2.25,16,86,9.61389,31.8131,22.9938
2.25,13,76,9.4153,25.8335,17.6304
2.25,8,64,5.35843,14.8863,12.5279
2.25,16,72,9.59148,28.3028,21.0782
2.25,9,45,7.25269,15.9947,12.524
2.25,9,43,7.11152,15.0207,9.7322
2.25,11,73,6.62155,20.3046,16.6461
2.25,8,46,6.00844,14.4304,11.0927
2.25,11,84,8.3063,21.0531,15.3651
2.25,11,73,7.57755,20.4606,13.7509
2.25,12,116,9.49768,21.513,15.7729
2.25,12,64,7.65243,19.8254,13.5252
2.25,8,45,6.43524,14.8261,11.2998
2.25,12,67,8.91142,23.5785,15.4665
2.25,14,103,9.7279,24.881,16.7983
2.25,11,69,8.0215,19.2888,14.1394
2.25,12,103,7.59289,22.4996,15.1513
2.25,12,43,8.55968,20.6683,15.3121
2.25,8,44,8.54532,15.0676,11.0408
2.25,12,94,7.69474,21.7053,16.4718
2.25,9,45,6.96706,15.4444,12.6586
2.25,15,100,9.43713,26.5811,18.2887
2.25,8,48,6.33397,14.3699,10.1381
2.25,9,45,4.75466,14.1859,11.3251
2.25,10,153,9.22258,16.9627,11.8412
2.25,7,39,6.57946,13.1705,8.88045
2.25,12,53,7.1134,22.3783,19.46
2.25,13,76,8.19576,23.4743,15.1821
2.25,6,79,5.4341,10.8544,7.42923
2.25,13,85,9.09067,25.1969,17.8527
2.25,15,114,7.77294,27.9581,22.5805
2.25,13,118,6.92989,21.7621,14.8552
2.25,8,41,6.21855,14.0071,9.75617
2.25,12,42,8.20375,23.8487,17.9893
2.25,8,42,5.01926,11.8277,8.25581
2.25,15,116,9.07672,29.9335,20.2135
2.25,10,61,7.9937,18.0097,12.5984
2.25,13,119,10.1199,24.9363,16.8586
2.25,11,86,7.80855,20.2605,15.6236
2.25,11,42,8.71566,19.2058,12.7327
2.25,10,44,6.92542,19.227,12.4394
2.25,8,55,7.21763,13.4091,9.46073
2.25,8,42,7.31704,15.4408,11.1678
2.25,11,92,8.31656,20.3348,13.2509
2.25,8,90,5.49815,14.1014,11.0433
2.25,15,62,8.65419,28.2184,21.1508
2.25,12,45,7.57675,21.0625,14.4147
2.25,15,53,7.80034,26.8385,18.2083
2.25,9,66,8.01395,16.6929,13.997
2.25,9,62,7.50945,17.5813,11.0544
2.25,11,98,8.27187,20.5275,14.9282
2.25,11,68,9.07791,21.1596,15.427
2.25,8,41,5.86638,12.9594,10.5157
2.25,13,78,9.02936,25.269,18.217
2.25,11,101,6.41432,18.7345,13.6981
2.25,9,39,6.30213,17.1503,11.2402
2.25,9,91,7.27095,15.9628,11.8583
2.25,10,134,5.98974,16.1694,13.8301
2.25,15,134,10.9936,27.338,19.8091
2.25,10,94,9.37546,18.9907,13.0804
2.25,9,42,7.05799,16.5412,10.1024
2.25,7,38,5.40086,11.3512,8.12429
2.25,10,42,7.27244,17.6489,13.0852
2.25,10,61,6.81405,19.2024,14.3045
2.25,9,91,6.09817,16.5117,12.5434
2.25,12,61,9.25406,23.3274,15.3386
2.25,7,23,5.76051,10.6572,7.65904
2.25,10,46,6.89066,18.6808,13.7531
2.25,7,51,5.42077,10.9617,7.48198
2.25,7,27,5.97696,11.7826,9.17601
2.25,8,96,5.97714,14.2935,11.861
2.25,8,36,5.51371,13.063,10.0822
2.25,6,29,5.29705,11.1132,7.18545
2.25,8,32,6.42223,14.9276,11.3734
2.25,10,67,10.6019,20.1752,14.3164
2.25,16,77,10.6003,30.0002,17.7973
2.25,9,70,6.14543,16.3501,12.4608
2.25,10,53,8.17456,18.2623,12.2663
2.25,8,63,7.12529,14.3696,9.94519
2.25,9,73,7.67116,17.0101,11.2474
2.25,10,58,6.64443,18.2237,10.7797
2.25,8,91,6.36087,14.5532,10.9132
2.25,10,65,8.76758,16.3794,12.8093
2.25,8,45,6.65837,14.4624,10.8241
2.25,10,35,5.09452,17.345,13.7937
2.25,8,64,5.56318,15.0335,12.283
2.25,10,66,7.96283,17.8671,13.4031
2.25,9,111,7.15641,15.8637,13.522
2.25,11,89,9.1903,20.4028,13.4408
2.25,7,48,6.78926,13.0115,8.46975
2.25,12,95,9.03992,20.6653,13.9561
2.25,7,45,5.13029,12.9327,8.87133
2.25,16,87,11.6788,29.358,20.217
2.25,8,49,6.26822,13.654,10.5717
2.25,9,61,7.87971,16.4991,13.5595
2.25,12,44,6.58111,20.6665,12.7838
2.25,11,64,8.34858,19.8693,13.7876
2.25,10,94,6.67403,16.9894,12.5412
2.25,7,43,6.7877,12.8686,9.93403
2.25,11,135,8.5516,20.8023,15.4909
2.25,13,59,8.11894,21.422,15.0565
2.25,10,67,8.00624,18.731,13.5536
2.25,11,102,8.6848,20.1137,14.9366
2.25,10,68,7.49441,18.2574,12.6544
2.25,13,84,7.55042,24.952,17.5492
2.25,8,42,6.48083,15.2656,12.5344
2.25,10,78,7.22549,17.6277,13.1834
2.25,11,52,7.77374,20.2546,15.6657
2.25,8,53,5.44732,14.9963,12.5295
2.25,14,55,9.43105,26.1902,18.7177
2.25,7,48,6.25779,12.9435,8.96143
2.25,9,85,8.59913,17.3384,11.5856
2.25,8,51,5.99478,15.414,11.1394
2.25,10,56,8.11658,18.4919,13.1161
2.25,10,65,6.74378,18.5354,11.9274
2.25,10,66,6.24164,16.6589,11.8542
2.25,9,78,6.83925,17.9421,13.8399
2.25,13,74,8.60033,24.9676,18.1544
2.25,8,55,7.25528,13.0421,9.59332
2.25,11,52,6.74126,19.3303,13.345
2.25,10,41,6.94403,18.3877,13.4333
2.25,9,46,6.67919,15.5177,11.8126
2.25,12,75,7.79522,23.2855,15.3645
2.25,8,34,6.39267,14.6999,10.3842
2.25,14,94,11.0292,26.4594,18.2267
2.25,11,64,5.231,20.0894,14.6295
2.25,12,69,9.01959,21.9097,16.2814
2.25,10,63,6.45975,19.2098,14.2467
2.25,15,81,8.41203,25.5366,19.9787
2.25,8,50,6.21003,13.4761,10.3298
2.25,9,45,6.08552,15.9935,12.2926
2.25,9,43,6.61222,15.9644,12.1663
2.25,8,36,5.48341,13.8172,11.4784
2.25,8,61,6.29903,14.8006,12.3406
2.25,15,168,9.00197,25.4502,15.3687
2.25,8,27,5.00709,13.7161,10.9084
2.25,10,34,7.09423,18.5535,12.0067
2.25,8,40,7.24059,13.702,9.06473
2.25,9,45,7.24113,16.8397,11.1696
2.25,10,47,7.7051,17.568,13.1306
2.25,13,62,9.27448,24.9493,14.8595
2.25,11,99,7.77709,20.3553,16.2685
2.25,9,39,6.79626,17.9118,12.1476
2.25,9,51,7.44186,15.6228,10.8668
2.25,9,57,6.2116,17.9233,12.758
2.25,10,45,6.60236,18.104,12.3107
2.25,12,67,6.28643,19.3903,13.7301
2.25,12,41,8.05157,20.2841,13.7845
2.25,11,56,9.76028,21.9469,14.0733
2.25,9,61,6.17482,15.6455,10.126
2.25,8,108,5.59831,13.477,10.7457
2.25,11,117,7.11783,19.81,14.9231
2.25,9,59,7.44653,16.2654,11.8571
2.25,9,41,5.9346,15.912,11.9853
2.25,14,74,7.19401,25.0447,16.5764
2.25,10,46,6.16508,18.481,14.2262
2.25,12,110,9.72155,24.6856,18.2044
2.25,10,62,7.88056,18.4056,16.6689
2.25,7,25,4.96604,11.0217,7.42582
2.25,10,54,6.81514,17.8185,13.3888
2.25,9,64,7.21966,15.6595,10.7988
2.25,6,25,5.22331,10.1744,6.59983
2.25,9,30,6.10165,15.223,12.6588
2.25,13,86,9.0638,25.4736,18.8182
2.25,14,74,10.0596,26.0623,17.6362
2.25,9,36,7.62265,17.074,11.3321
2.25,14,50,8.95301,25.7384,17.306
2.25,10,49,7.14065,18.1741,13.7073
2.25,16,61,10.5982,28.2983,18.1632
2.25,8,48,7.43111,14.273,10.0599
2.25,10,66,6.66919,17.702,14.4682
2.25,11,32,8.73443,19.4126,13.1861
2.25,8,45,5.76653,13.8184,11.5928
2.25,9,32,5.65624,15.2907,11.145
2.25,11,49,8.11295,18.8141,13.6794
2.25,11,55,5.81209,18.6011,16.2148
2.25,9,58,6.95138,17.3698,13.335
2.25,12,69,8.65707,22.6315,14.7193
2.25,13,61,9.535,22.8159,17.0918
2.25,9,94,6.79208,16.4822,11.4923
2.25,8,35,5.94529,13.4677,11.102
2.25,7,57,5.39445,11.2118,7.48467
2.25,9,37,6.5318,15.8059,10.0482
2.25,11,48,8.87473,19.4646,14.7758
2.25,10,39,6.65783,19.232,16.2094
2.25,6,23,5.92343,11.206,8.83427
2.25,11,49,7.90499,19.788,15.708
2.25,16,72,9.64309,27.9671,18.6746
2.25,12,46,7.40848,23.1746,16.3479
2.25,12,126,7.91508,21.8032,14.3169
2.25,9,41,7.3888,14.8823,11.1603
2.25,10,85,7.09235,18.2014,13.2749
2.25,8,30,5.84622,13.9746,11.2737
2.25,8,39,5.90495,14.3659,11.4562
2.25,12,122,11.569,21.4902,14.1909
2.25,8,64,6.40579,14.4595,11.063
2.25,17,52,9.06593,31.8841,21.2305
2.25,12,50,8.4891,22.096,15.5752
2.25,9,59,7.06579,15.717,9.70027
2.25,8,53,4.94197,14.77,11.9135
2.25,9,59,5.87175,16.0703,13.1932
2.25,11,40,7.58842,18.9618,13.1258
2.25,9,37,7.91395,15.0969,12.3028
2.25,11,54,5.99583,18.3657,13.3053
2.25,8,83,6.17066,14.4552,11.4602
2.25,13,106,8.60759,24.3947,20.0826
2.25,10,56,8.35765,17.0985,11.5773
2.25,11,102,8.1877,20.0177,15.2538
2.25,11,39,8.15459,22.2851,15.4708
2.25,9,55,6.24849,16.6877,13.0238
2.25,12,113,7.39803,22.3788,18.4995
2.25,12,48,8.9036,22.4504,15.0466
2.25,8,39,6.21565,14.9898,10.3956
2.25,11,92,7.73571,19.9922,15.4381
2.25,15,102,10.2182,29.4316,21.7179
2.25,11,51,9.0037,19.2303,12.9488
2.25,10,50,6.42868,16.0344,12.6741
2.25,11,64,6.42671,17.2761,13.3014
2.25,8,97,7.21832,15.026,12.2852
2.25,12,58,6.60275,23.9194,18.0337
2.25,12,58,9.69603,22.2784,15.7216
2.25,17,110,12.6587,34.2902,24.5919
2.25,12,44,8.65136,23.22,15.3815
2.25,8,40,6.23698,15.7227,12.6584
2.25,12,40,6.85821,22.6524,17.4675
2.25,10,51,6.12663,15.522,10.7085
2.25,11,66,8.07545,19.8411,15.0209
2.25,9,64,6.89987,15.5058,11.8711
2.25,12,44,7.60893,21.2994,15.1195
2.25,8,42,5.1466,13.1079,8.8094
2.25,12,58,7.08942,21.7858,16.7841
2.25,11,72,6.87131,19.8619,15.3458
2.25,15,81,9.8774,26.5225,16.0995
2.25,14,84,10.4298,26.2879,17.9075
2.25,8,81,6.23244,15.3088,12.1578
2.25,7,66,5.36483,11.3541,7.75573
2.25,11,79,8.82062,19.8621,15.3003
2.25,15,98,10.9956,25.3335,17.8457
2.25,9,66,7.11414,15.8311,12.0482
2.25,10,67,7.39517,16.6848,12.5143
2.25,10,54,8.01559,18.4382,14.64
2.25,13,93,6.83587,24.8616,20.5525
2.25,12,95,8.40853,21.4707,17.3539
2.25,11,66,8.84382,19.6322,14.637
2.25,14,85,8.2248,25.9557,18.8094
2.25,12,71,9.28508,21.3215,16.4606
2.25,13,118,9.67521,26.802,21.0975
2.25,12,84,10.5875,22.8566,15.3598
2.25,12,80,7.45879,23.7021,19.2173
2.25,8,72,8.06126,13.2766,10.8289
2.25,14,104,12.8466,27.0825,19.0035
2.25,10,47,6.4201,16.5312,12.3182
2.25,11,52,6.09686,21.3205,15.4112
2.25,9,145,6.68059,14.2797,11.6827
2.25,12,69,7.58344,19.8529,14.3761
2.25,8,38,5.8526,14.7978,11.6036
2.25,9,54,6.17134,15.9751,9.95721
2.25,10,42,5.92966,17.8505,14.9795
2.25,17,82,9.44158,33.3419,23.7429
2.25,10,58,6.99015,17.2569,13.4753
2.25,8,46,6.94728,14.358,9.94184
2.25,9,75,7.63466,15.781,10.9534
2.25,7,55,6.00297,13.3085,11.9316
2.25,12,62,8.03959,22.1051,15.9575
2.25,12,82,9.17455,20.8695,13.5278
2.25,7,31,5.95252,12.4194,8.95718
2.25,8,50,5.47623,14.2591,9.7695
2.25,12,69,9.11101,22.444,16.8431
2.25,7,37,6.14279,12.1105,8.48168
2.25,8,70,7.10135,13.4941,10.607
2.25,12,128,8.13335,22.0673,17.6879
2.25,6,25,5.2301,10.6132,7.6195
2.25,12,63,7.43226,22.2582,15.1831
2.25,9,62,6.72601,17.7289,13.1918
2.25,11,117,7.77557,19.5059,13.9895
2.25,8,81,7.09075,13.6431,10.4986
2.25,12,72,6.7798,22.1612,17.3154
2.25,14,103,10.6212,25.4503,17.107
2.25,10,60,6.09568,17.2193,13.6749
2.25,9,48,6.99716,16.7559,13.1802
2.25,7,47,5.90772,13.2987,10.2738
2.25,11,56,8.32082,21.1486,15.1378
2.25,11,98,5.64067,20.5893,15.4208
2.25,11,33,6.44822,21.7085,17.1392
2.25,10,79,8.08057,19.2426,13.3343
2.25,8,53,6.66816,12.2787,9.0837
2.25,12,84,8.21281,19.5498,12.7786
2.25,11,44,8.02264,20.5074,15.6146
2.25,9,58,6.41343,16.1432,12.1188
2.25,11,70,8.8832,20.4159,12.5898
2.25,8,65,6.09247,14.8445,11.6921
2.25,11,96,7.99,20.7694,16.4509
2.25,8,50,6.03433,13.3027,9.967
2.25,10,95,7.88319,17.6346,14.7481
2.25,8,80,6.5591,13.4469,9.44996
2.25,11,61,7.83282,20.1297,14.0318
2.25,13,78,8.0232,24.3312,16.6228
2.25,12,121,8.99366,22.1601,15.9386
2.25,11,85,7.11828,20.024,12.7412
2.25,11,48,9.49731,21.6676,15.2326
2.25,11,57,7.63892,17.7853,12.6604
2.25,9,49,5.54868,15.6254,13.6552
2.25,19,132,12.2753,34.7733,24.2612
2.25,10,47,9.10098,16.0412,12.1186
2.25,7,54,6.02416,12.2232,8.46192
2.25,9,79,5.77496,15.8668,11.0239
2.25,7,65,6.59052,12.4937,8.46293
2.25,10,68,9.09199,18.9192,14.6988
2.25,8,46,7.71594,15.0282,10.012
2.25,9,43,6.98853,17.1376,13.1577
2.25,10,72,7.12817,16.4267,12.7457
2.25,11,146,6.85129,18.4501,15.313
2.25,10,113,7.38051,19.2756,15.3008
2.25,11,75,8.95345,19.6015,16.1768
2.25,14,65,7.92925,26.9471,18.6555
2.25,12,50,7.13858,21.7509,15.1641
2.25,13,60,8.5616,25.4326,19.0016
2.25,13,82,5.88214,21.9491,18.6133
2.25,10,42,6.33603,17.7798,14.1588
2.25,18,124,10.8487,31.6892,20.9538
2.25,10,65,7.755,17.6163,11.8769
2.25,10,144,7.71415,18.3922,14.8626
2.25,10,59,7.1869,17.7273,12.2465
2.25,8,44,6.30234,15.3005,10.6329
2.25,10,99,6.06558,14.7985,10.2434
2.25,8,46,8.35908,12.6769,9.19205
2.25,8,77,6.46787,14.2611,10.8738
2.25,17,104,10.4901,34.5639,23.5595
2.25,9,42,6.08857,14.9016,11.7152
2.25,10,79,8.30166,18.3581,13.2424
2.25,11,118,8.08249,17.7352,13.212
2.25,13,86,8.08174,25.0403,17.6998
2.25,8,37,4.96245,14.8574,11.503
2.25,14,111,10.2275,25.3457,17.6452
2.25,9,63,7.87696,17.9709,13.3438
2.25,9,47,7.29556,14.9024,11.1341
2.25,12,109,6.36998,22.5399,16.9231
2.25,8,56,7.71802,15.2186,9.47285
2.25,13,105,8.23584,22.0592,15.2743
2.25,9,41,5.82519,16.7518,10.2096
2.25,9,47,6.98421,16.5577,13.9346
2.25,11,77,7.67313,19.5616,16.1068
2.25,13,216,12.4535,23.6425,15.4035
2.25,9,60,5.3865,14.8937,9.84648
2.25,9,63,7.747,15.8908,11.2826
2.25,10,57,8.06707,17.075,11.4724
2.25,10,32,7.07237,16.7948,11.8382
2.25,8,110,6.01907,14.5763,10.2145
2.25,12,53,8.20378,23.1077,15.4308
2.25,8,45,5.91221,14.5407,11.6086
2.25,7,78,6.02022,12.7486,10.067
2.25,9,46,7.40901,15.9322,12.2465
2.25,9,43,7.75293,17.2944,13.1214
2.25,10,49,6.16079,17.9452,15.0979
2.25,12,68,8.44332,21.5729,14.4612
2.25,7,46,6.55107,12.5325,10.7412
2.25,10,55,6.77828,16.4512,12.5226
2.25,11,39,7.09136,19.5755,14.3017
2.25,14,46,7.43916,23.5056,17.3941
2.25,10,78,7.0235,18.4675,14.7768
2.25,12,89,7.96997,23.3214,15.5608
2.25,8,41,7.20303,13.985,10.3491
2.25,9,65,8.64663,17.2424,13.4141
2.25,12,38,7.18501,21.0808,14.6348
2.25,10,48,6.23703,17.7631,12.3028
2.25,10,49,8.57545,19.5479,13.3637
2.25,12,43,7.54209,20.3605,14.4084
2.25,14,78,7.44753,23.0926,16.4501
2.25,9,39,6.68092,15.5807,11.5249
2.25,8,28,6.68366,12.9413,8.05592
2.25,11,79,9.21701,20.7603,16.3746
2.25,11,79,8.35863,20.6173,12.8223
2.25,14,109,8.71308,25.1239,17.9351
2.25,9,127,6.86151,16.2327,12.0901
2.25,9,86,6.74744,16.8393,12.3292
2.25,9,33,5.97918,15.828,12.8493
2.25,11,63,7.82701,20.0262,15.6336
2.25,10,55,6.64996,17.9752,12.5064
2.25,10,79,6.84203,17.7136,10.7734
2.25,12,79,7.36794,23.1887,15.3858
2.25,12,112,8.6059,23.1714,13.8975
2.25,10,45,6.66392,17.5897,13.9803
2.25,9,31,7.0807,15.5688,10.5044
2.25,14,80,8.66576,25.2761,15.4538
